Mode: 4 #Games: 1000
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	S_2	S_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
32	34	26	28	12	11	0	7	4	2	1	3	0	2	1	1	1	1	1	1	0	4	4	4	4	0	0	1	0	27
30	33	23	34	17	2	0	11	4	2	1	3	0	2	0	2	2	0	2	0	0	4	4	4	4	1	0	0	0	60
15	34	51	20	13	4	13	0	4	3	3	0	0	1	3	0	1	1	1	1	1	4	4	4	3	0	1	0	0	85
52	23	29	16	13	11	4	2	5	2	1	2	2	1	0	1	2	1	1	0	0	4	4	4	4	0	0	1	0	77
12	24	38	46	7	0	21	2	4	2	3	1	0	1	1	2	0	0	2	2	1	4	4	3	4	0	0	1	0	60
27	35	31	27	0	10	20	0	1	2	6	1	1	1	2	0	1	1	0	2	1	4	4	3	4	0	0	0	1	110
26	35	44	15	13	4	11	2	3	1	2	4	1	1	2	0	1	1	1	1	1	4	4	3	4	0	0	1	0	66
24	44	25	27	7	12	0	11	3	2	2	3	0	2	1	1	1	2	1	0	0	4	4	4	4	0	0	0	1	68
37	13	22	48	3	0	14	13	2	2	4	2	0	1	0	3	3	0	1	0	0	4	4	4	4	0	0	0	1	63
40	32	10	38	2	11	7	10	2	2	2	4	2	2	0	0	1	0	0	3	0	4	4	4	3	0	1	0	0	37
34	21	28	37	10	7	11	2	2	3	4	1	2	0	2	0	1	1	0	2	1	4	4	4	4	1	0	0	0	84
40	18	40	22	4	3	23	0	1	3	4	2	2	0	1	1	1	1	2	0	1	4	3	4	4	1	0	0	0	105
25	36	27	32	0	18	12	0	1	4	3	2	0	2	1	1	2	0	1	1	0	4	3	4	4	1	0	0	0	23
26	25	34	35	12	4	11	3	4	1	1	4	0	1	2	1	2	0	1	1	1	4	4	4	4	0	1	0	0	68
34	37	25	24	13	0	11	6	4	1	3	2	1	1	1	1	2	2	0	0	1	3	4	4	4	0	1	0	0	73
29	29	20	42	14	14	0	2	4	4	1	1	1	2	0	1	1	0	1	2	0	4	4	4	4	0	0	0	1	79
55	29	19	17	10	2	7	11	1	2	4	3	2	1	0	1	2	1	1	0	0	4	4	4	4	0	1	0	0	67
18	46	18	38	2	24	4	0	3	4	2	1	0	2	0	2	1	1	1	1	0	3	4	3	4	0	0	1	0	16
46	30	10	34	14	10	6	0	4	4	2	0	3	0	0	1	1	2	0	1	1	4	4	4	3	0	0	1	0	64
59	22	23	16	10	3	11	6	2	1	3	4	2	1	1	0	3	0	1	0	1	4	4	3	4	0	0	1	0	63
22	42	38	18	3	4	10	13	2	2	3	3	0	2	1	1	1	1	2	0	0	3	4	4	3	0	0	1	0	37
41	31	42	6	4	10	14	2	1	1	4	4	1	1	2	0	2	1	1	0	1	4	4	4	4	1	0	0	0	88
47	17	16	40	11	5	4	10	1	4	3	2	3	0	0	1	1	1	0	2	1	4	3	4	4	0	0	0	1	57
23	41	27	29	0	2	13	15	0	1	4	5	0	1	1	2	1	2	1	0	0	3	4	4	3	0	0	0	1	35
18	25	40	37	0	6	24	0	2	2	4	2	1	1	1	1	0	0	2	2	1	4	4	4	4	0	0	0	1	70
28	36	21	35	13	10	4	3	3	2	2	3	2	1	0	1	0	2	1	1	1	4	4	4	4	0	1	0	0	70
41	16	32	31	4	12	0	14	1	5	0	4	2	0	1	1	1	1	1	1	0	4	4	3	4	0	0	0	1	77
32	16	25	47	0	6	3	21	2	5	1	2	1	0	0	3	1	0	2	1	0	3	4	4	4	1	0	0	0	30
27	35	28	30	0	3	0	27	2	2	1	5	1	0	2	1	1	2	0	1	0	4	4	4	4	1	0	0	0	42
25	16	48	31	14	0	5	11	4	1	3	2	1	0	2	1	1	1	1	1	0	4	4	3	4	1	0	0	0	95
37	36	25	22	3	10	15	2	1	2	4	3	1	1	1	1	1	2	1	0	1	4	4	4	4	0	1	0	0	44
20	23	38	39	0	13	2	15	0	4	3	3	0	0	2	2	1	2	1	0	0	3	3	4	4	0	1	0	0	36
49	25	30	16	0	11	7	12	0	4	3	3	1	2	1	0	3	0	0	1	0	3	3	4	4	1	0	0	0	66
35	32	26	27	0	17	13	0	1	3	3	3	2	1	0	1	1	1	1	1	0	3	3	4	3	0	1	0	0	24
30	19	36	35	2	3	10	15	2	3	2	3	0	0	2	2	2	1	1	0	0	4	4	4	4	0	0	1	0	61
20	28	38	34	0	24	4	2	1	6	1	2	1	1	0	2	0	1	2	1	0	4	3	4	4	0	0	1	0	36
24	35	45	16	0	10	7	13	1	3	4	2	0	1	2	1	1	2	1	0	0	4	4	3	4	0	0	1	0	42
18	40	33	29	3	12	4	11	2	3	2	3	1	1	0	2	0	2	2	0	0	4	4	4	4	0	1	0	0	26
30	31	31	28	26	4	0	0	6	2	1	1	1	1	2	0	1	1	0	2	1	4	4	4	4	0	0	1	0	99
40	12	25	43	13	4	10	3	2	3	3	2	3	0	0	1	0	0	2	2	1	4	4	4	4	0	0	0	1	82
10	36	32	42	0	4	2	24	2	3	1	4	0	2	0	2	1	0	2	1	0	4	4	4	4	0	0	0	1	30
31	30	32	27	4	16	0	10	2	5	1	2	1	1	1	1	1	1	1	1	0	4	4	4	4	0	0	0	1	38
42	31	33	14	21	3	0	6	3	3	2	2	2	1	1	0	2	1	1	0	1	4	3	4	4	0	0	0	1	88
37	33	10	40	0	15	0	15	1	3	3	3	2	1	0	1	0	1	1	2	0	4	4	4	4	0	0	0	1	64
38	32	37	13	14	0	11	5	4	0	4	2	2	0	2	0	1	2	1	0	1	4	3	3	4	0	0	1	0	113
33	14	43	30	0	2	21	7	0	3	5	2	2	0	1	1	0	1	2	1	1	3	4	3	4	1	0	0	0	87
33	16	45	26	14	0	14	2	2	3	2	3	1	1	2	0	1	0	1	2	1	4	3	4	4	1	0	0	0	68
37	32	27	24	16	0	14	0	4	1	3	2	2	1	0	1	1	1	1	1	1	4	4	4	4	1	0	0	0	68
24	23	35	38	0	3	6	21	1	3	4	2	2	0	1	1	0	1	1	2	0	4	4	3	4	1	0	0	0	65
33	39	23	25	4	2	13	11	2	1	3	4	1	1	0	2	1	2	1	0	0	4	4	4	4	0	1	0	0	28
27	17	37	39	4	2	13	11	1	4	3	2	1	0	1	2	1	0	2	1	0	4	4	4	4	0	1	0	0	42
20	37	30	33	2	4	14	10	4	2	2	2	1	1	1	1	0	1	1	2	1	4	4	4	4	0	1	0	0	55
19	34	47	20	3	11	16	0	2	3	5	0	1	2	1	0	0	0	3	1	0	4	3	4	3	0	0	0	1	102
35	10	32	43	16	4	0	10	3	4	0	3	2	0	2	0	0	0	0	4	1	4	4	3	4	0	0	1	0	63
38	37	28	17	11	13	2	4	2	2	1	5	2	0	1	1	1	2	1	0	1	4	4	4	3	0	0	1	0	41
50	18	25	27	4	0	16	10	1	1	5	3	2	0	1	1	2	1	0	1	1	4	4	4	4	0	1	0	0	107
32	6	60	22	6	3	11	10	2	4	1	3	0	0	4	0	1	0	1	2	1	4	4	4	4	0	0	1	0	87
22	33	33	32	2	11	17	0	3	1	3	3	0	2	0	2	2	0	2	0	0	4	4	4	3	0	0	0	1	29
40	8	41	31	4	2	13	11	2	3	2	3	1	0	2	1	2	0	1	1	0	4	4	4	4	0	0	0	1	76
41	19	30	30	25	0	3	2	5	1	3	1	2	1	0	1	1	0	2	1	1	4	4	4	4	0	0	1	0	87
24	37	30	29	0	0	18	12	1	3	4	2	1	1	1	1	0	2	1	1	1	4	3	4	4	0	0	0	1	73
17	49	17	37	13	13	0	4	4	3	2	1	1	1	1	1	0	3	0	1	1	4	4	4	3	1	0	0	0	51
4	42	43	31	4	0	10	16	4	0	1	5	0	3	0	1	0	0	3	1	0	4	3	4	3	1	0	0	0	23
32	51	31	6	3	25	0	2	3	5	1	1	1	2	1	0	1	2	1	0	0	4	4	4	4	0	0	0	1	51
51	38	22	9	13	11	4	2	2	3	2	3	1	2	1	0	3	1	0	0	0	4	4	4	4	0	1	0	0	66
38	25	13	44	3	2	4	21	2	3	1	4	1	1	0	2	1	1	0	2	0	4	4	4	4	1	0	0	0	20
42	36	17	25	14	2	10	4	3	2	3	2	2	1	0	1	1	1	1	1	1	4	4	4	4	0	0	1	0	75
22	21	47	30	13	4	13	0	2	3	4	1	1	1	2	0	0	0	2	2	1	4	4	3	3	1	0	0	0	120
33	13	44	30	17	2	11	0	3	4	1	2	0	1	2	1	2	0	1	1	1	4	4	4	4	0	0	0	1	82
35	17	32	36	0	0	27	3	2	0	7	1	1	1	1	1	2	0	1	1	1	4	3	4	4	0	1	0	0	58
31	40	24	25	0	26	0	4	1	5	3	1	1	2	1	0	2	1	0	1	0	4	4	4	4	0	1	0	0	66
34	28	23	35	2	0	21	7	2	1	4	3	1	2	1	0	1	0	1	2	1	4	4	4	4	0	0	1	0	67
45	20	26	29	15	0	15	0	2	2	5	1	1	1	1	1	2	0	1	1	1	4	4	4	4	0	0	1	0	97
26	9	45	40	13	2	4	11	2	3	3	2	0	0	3	1	2	0	0	2	0	3	3	4	4	0	1	0	0	72
39	47	12	22	0	21	3	6	1	3	2	4	2	2	0	0	1	2	0	1	0	4	4	4	4	0	0	1	0	60
22	17	32	49	6	3	0	21	3	4	0	3	1	0	1	2	0	1	1	2	0	4	4	3	4	0	0	0	1	57
22	41	26	31	7	0	13	10	3	1	4	2	0	2	1	1	1	1	1	1	1	4	4	4	4	0	0	0	1	42
28	40	12	40	15	0	2	13	5	0	2	3	1	2	0	1	1	1	0	2	1	3	3	4	3	0	0	0	1	54
14	27	39	40	0	15	15	0	3	5	2	0	1	0	2	1	0	2	1	1	1	4	4	4	3	1	0	0	0	63
29	48	25	18	11	10	2	7	4	2	1	3	1	3	0	0	1	1	2	0	1	4	4	4	3	1	0	0	0	77
27	35	18	40	3	0	16	11	2	1	4	3	2	1	0	1	0	1	1	2	0	4	4	4	4	0	1	0	0	70
34	20	12	54	23	3	4	0	3	3	4	0	2	1	0	1	1	0	0	3	1	3	4	4	3	0	0	1	0	73
20	27	25	48	4	0	0	26	2	2	2	4	1	0	1	2	0	2	1	1	0	3	4	4	4	0	1	0	0	36
12	49	34	25	0	16	3	11	3	3	2	2	0	0	2	2	1	3	0	0	0	4	4	4	4	0	0	0	1	49
27	34	32	27	0	7	10	13	2	3	1	4	1	1	0	2	1	1	2	0	0	4	4	4	4	0	0	1	0	28
35	16	37	32	13	0	13	4	3	2	3	2	2	0	0	2	0	1	3	0	1	3	4	4	4	1	0	0	0	79
24	34	36	26	3	0	25	2	1	4	3	2	1	1	1	1	0	2	1	1	1	4	4	4	4	0	1	0	0	62
32	29	21	38	2	7	0	21	1	4	2	3	2	0	1	1	0	1	1	2	0	4	4	4	4	0	0	0	1	71
30	44	6	40	7	10	2	11	2	2	2	4	1	1	0	2	1	2	0	1	0	4	4	4	3	0	0	1	0	32
30	31	33	26	13	0	17	0	3	2	4	1	1	1	1	1	1	1	1	1	1	4	4	4	4	1	0	0	0	50
20	29	30	41	4	0	16	10	3	1	3	3	0	2	1	1	1	0	1	2	1	4	4	4	4	0	1	0	0	65
25	21	37	37	12	3	11	4	2	3	1	4	0	1	2	1	1	0	1	2	1	4	4	4	4	0	0	1	0	80
